mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.34,"7 km SSW of Brawley, CA",1716117137390,1716117513629,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592079,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592079&format=geojson,,,,,automatic,0,28,ci,40592079,",ci40592079,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.01825,0.31,77.0,ml,earthquake,"M 1.3 - 7 km SSW of Brawley, CA"
0.87,"10 km SSW of Ocotillo Wells, CA",1716117038410,1716130049887,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592071&format=geojson,,,,,reviewed,0,12,ci,40592071,",ci40592071,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",44.0,0.09369,0.21,97.0,ml,earthquake,"M 0.9 - 10 km SSW of Ocotillo Wells, CA"
0.43,"8 km WNW of Cobb, CA",1716116752930,1716116852212,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009191&format=geojson,,,,,automatic,0,3,nc,75009191,",nc75009191,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01339,0.01,75.0,md,earthquake,"M 0.4 - 8 km WNW of Cobb, CA"
0.72,"5 km SE of Lake Henshaw, CA",1716116564000,1716130046009,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592063,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592063&format=geojson,,,,,reviewed,0,8,ci,40592063,",ci40592063,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.03607,0.15,50.0,ml,earthquake,"M 0.7 - 5 km SE of Lake Henshaw, CA"
0.68,"10 km NNW of Anza, CA",1716116284070,1716130065826,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592055,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592055&format=geojson,,,,,reviewed,0,7,ci,40592055,",ci40592055,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.03579,0.1,52.0,ml,earthquake,"M 0.7 - 10 km NNW of Anza, CA"
1.65,"6 km S of Brawley, CA",1716116247260,1716116629894,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592047&format=geojson,,,,,automatic,0,42,ci,40592047,",ci40592047,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.04046,0.27,73.0,ml,earthquake,"M 1.7 - 6 km S of Brawley, CA"
0.93,"5 km S of Lytle Creek, CA",1716115890840,1716116261267,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592039,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592039&format=geojson,,,,,automatic,0,13,ci,40592039,",ci40592039,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.02489,0.18,38.0,ml,earthquake,"M 0.9 - 5 km S of Lytle Creek, CA"
0.62,"64 km NE of Nikolski, Alaska",1716115788470,1716317413560,,https://earthquake.usgs.gov/earthquakes/eventpage/av93132136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93132136&format=geojson,,,,,reviewed,0,6,av,93132136,",av93132136,",",av,",",origin,phase-data,",7.0,0.01844,0.22,296.0,ml,earthquake,"M 0.6 - 64 km NE of Nikolski, Alaska"
1.8,"57 km S of Glacier View, Alaska",1716115699379,1716115821302,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246fph91t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246fph91t&format=geojson,,,,,automatic,0,50,ak,0246fph91t,",ak0246fph91t,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.8 - 57 km S of Glacier View, Alaska"
-0.3,"52 km SE of Beatty, Nevada",1716115582775,1716254064391,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877889,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00877889&format=geojson,,,,,reviewed,0,0,nn,00877889,",nn00877889,",",nn,",",origin,phase-data,",18.0,0.045,0.0513,111.88,ml,earthquake,"M -0.3 - 52 km SE of Beatty, Nevada"
0.75,"85 km W of Adak, Alaska",1716115567880,1716235437770,,https://earthquake.usgs.gov/earthquakes/eventpage/av93132131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93132131&format=geojson,,,,,reviewed,0,9,av,93132131,",av93132131,",",av,",",origin,phase-data,",5.0,0.06052,0.04,208.0,ml,earthquake,"M 0.8 - 85 km W of Adak, Alaska"
0.69,"140 km W of Adak, Alaska",1716115438890,1716317112050,,https://earthquake.usgs.gov/earthquakes/eventpage/av93132121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93132121&format=geojson,,,,,reviewed,0,7,av,93132121,",av93132121,",",av,",",origin,phase-data,",4.0,0.05353,0.22,314.0,ml,earthquake,"M 0.7 - 140 km W of Adak, Alaska"
1.5,"64 km S of Whites City, New Mexico",1716115329207,1716451966372,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024juuc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024juuc&format=geojson,,,,,reviewed,0,35,tx,2024juuc,",tx2024juuc,",",tx,",",origin,phase-data,",27.0,0.1,0.2,71.0,ml,earthquake,"M 1.5 - 64 km S of Whites City, New Mexico"
1.73,"7 km S of Brawley, CA",1716115183630,1716115555791,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592031&format=geojson,,,,,automatic,0,46,ci,40592031,",ci40592031,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.02848,0.3,49.0,ml,earthquake,"M 1.7 - 7 km S of Brawley, CA"
1.84,"9 km N of Delta, B.C., MX",1716115120320,1716408205159,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592023&format=geojson,,,,,reviewed,0,52,ci,40592023,",ci40592023,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.08095,0.28,49.0,ml,earthquake,"M 1.8 - 9 km N of Delta, B.C., MX"
0.94,"4 km NNE of Beaumont, CA",1716114957410,1716115325764,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592015&format=geojson,,,,,automatic,0,14,ci,40592015,",ci40592015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.04397,0.14,46.0,ml,earthquake,"M 0.9 - 4 km NNE of Beaumont, CA"
0.85,"8 km WSW of Corona, CA",1716114892760,1716130099792,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40592007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40592007&format=geojson,,,,,reviewed,0,11,ci,40592007,",ci40592007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.04398,0.16,58.0,ml,earthquake,"M 0.9 - 8 km WSW of Corona, CA"
1.67,"7 km NW of The Geysers, CA",1716114797600,1716114998110,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009171&format=geojson,,,,,automatic,0,43,nc,75009171,",nc75009171,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",34.0,0.009954,0.04,51.0,md,earthquake,"M 1.7 - 7 km NW of The Geysers, CA"
0.93,"11 km E of Red Rock, Oklahoma",1716114790789,1716208292673,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024jutv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024jutv&format=geojson,,,,,reviewed,0,13,ok,2024jutv,",ok2024jutv,",",ok,",",origin,phase-data,",50.0,0.06658693337,0.28,50.0,ml,earthquake,"M 0.9 - 11 km E of Red Rock, Oklahoma"
2.36999989,"14 km SSW of Volcano, Hawaii",1716114763790,1716114849040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240242&format=geojson,,,,,automatic,0,86,hv,74240242,",hv74240242,",",hv,",",origin,phase-data,",11.0,0.05254,0.150000006,255.0,md,earthquake,"M 2.4 - 14 km SSW of Volcano, Hawaii"
2.73,"16 km SSE of Pāhala, Hawaii",1716114753060,1717824424040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240247&format=geojson,,,,,reviewed,0,115,hv,74240247,",us6000mzmq,hv74240247,",",us,hv,",",origin,phase-data,",58.0,0.09579,0.12,197.0,ml,earthquake,"M 2.7 - 16 km SSE of Pāhala, Hawaii"
1.5,"7 km SSW of Brawley, CA",1716114029780,1716114432679,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591999&format=geojson,,,,,automatic,0,35,ci,40591999,",ci40591999,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.01979,0.29,37.0,ml,earthquake,"M 1.5 - 7 km SSW of Brawley, CA"
0.75,"2 km SSE of Loma Linda, CA",1716113986200,1716995760852,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591991&format=geojson,,,,,reviewed,0,9,ci,40591991,",ci40591991,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.0814,0.14,54.0,ml,earthquake,"M 0.8 - 2 km SSE of Loma Linda, CA"
1.5,"35 km NW of Toyah, Texas",1716113739392,1716298295578,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024jutg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024jutg&format=geojson,,,,,reviewed,0,35,tx,2024jutg,",tx2024jutg,",",tx,",",origin,phase-data,",24.0,0.0,0.2,57.0,ml,earthquake,"M 1.5 - 35 km NW of Toyah, Texas"
4.2,"278 km W of Houma, Tonga",1716113152174,1717842479040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0rk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000n0rk&format=geojson,,,,,reviewed,0,271,us,6000n0rk,",us6000n0rk,",",us,",",origin,phase-data,",16.0,2.593,0.58,86.0,mb,earthquake,"M 4.2 - 278 km W of Houma, Tonga"
1.82,"17 km SSE of Mammoth Lakes, CA",1716112431760,1716505595825,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009166&format=geojson,,,,,reviewed,0,51,nc,75009166,",nc75009166,",",nc,",",nearby-cities,origin,phase-data,",25.0,0.0934,0.03,143.0,md,earthquake,"M 1.8 - 17 km SSE of Mammoth Lakes, CA"
2.1,"59 km S of Whites City, New Mexico",1716112402524,1716225570744,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024jusm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024jusm&format=geojson,,,,,reviewed,0,68,tx,2024jusm,",tx2024jusm,",",tx,",",origin,phase-data,",25.0,0.1,0.1,73.0,ml,earthquake,"M 2.1 - 59 km S of Whites City, New Mexico"
5.2,"147 km SW of La Placita de Morelos, Mexico",1716111581914,1717829245040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mzmh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mzmh&format=geojson,,,,,reviewed,0,416,us,6000mzmh,",usauto6000mzmh,us6000mzmh,",",usauto,us,",",internal-moment-tensor,moment-tensor,origin,phase-data,",95.0,2.815,1.02,91.0,mww,earthquake,"M 5.2 - 147 km SW of La Placita de Morelos, Mexico"
2.01,"7 km S of Volcano, Hawaii",1716111516920,1716263765760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240167&format=geojson,,,,,reviewed,0,62,hv,74240167,",hv74240167,",",hv,",",origin,phase-data,",25.0,0.00485,0.08,99.0,ml,earthquake,"M 2.0 - 7 km S of Volcano, Hawaii"
6.0,"162 km WSW of Nikolski, Alaska",1716111325025,1718012733422,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mzme,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mzme&format=geojson,1.0,1.0,4.693,green,reviewed,1,554,us,6000mzme,",us6000mzme,at00sdq7z1,usauto6000mzme,pt24140000,ak0246fot1c4,",",us,at,usauto,pt,ak,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,oaf,origin,phase-data,shakemap,",303.0,0.868,1.04,59.0,mww,earthquake,"M 6.0 - 162 km WSW of Nikolski, Alaska"
2.25,"11 km E of Pāhala, Hawaii",1716111160130,1716111268510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240152,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240152&format=geojson,,,,,automatic,0,78,hv,74240152,",hv74240152,",",hv,",",origin,phase-data,",50.0,0.09863,0.129999995,173.0,md,earthquake,"M 2.3 - 11 km E of Pāhala, Hawaii"
4.4,"136 km NW of San José de Jáchal, Argentina",1716111028399,1717822913040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mzmb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mzmb&format=geojson,,,,,reviewed,0,298,us,6000mzmb,",us6000mzmb,",",us,",",origin,phase-data,",31.0,0.875,1.14,79.0,mb,earthquake,"M 4.4 - 136 km NW of San José de Jáchal, Argentina"
1.9,"6 km S of Volcano, Hawaii",1716110870680,1716111028590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240147,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240147&format=geojson,,,,,automatic,0,56,hv,74240147,",hv74240147,",",hv,",",origin,phase-data,",24.0,0.01303,0.280000001,76.0,ml,earthquake,"M 1.9 - 6 km S of Volcano, Hawaii"
1.93,"6 km S of Volcano, Hawaii",1716110832390,1716110991800,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240142&format=geojson,,,,,automatic,0,57,hv,74240142,",hv74240142,",",hv,",",origin,phase-data,",7.0,0.01488,0.140000001,149.0,ml,earthquake,"M 1.9 - 6 km S of Volcano, Hawaii"
1.4,"7 km S of Brawley, CA",1716110581250,1716110951319,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591967&format=geojson,,,,,automatic,0,30,ci,40591967,",ci40591967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.0233,0.3,78.0,ml,earthquake,"M 1.4 - 7 km S of Brawley, CA"
1.57,"7 km SSW of Brawley, CA",1716110518610,1716110901318,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591959&format=geojson,,,,,automatic,0,38,ci,40591959,",ci40591959,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.01823,0.3,39.0,ml,earthquake,"M 1.6 - 7 km SSW of Brawley, CA"
2.62,"21 km NW of New Meadows, Idaho",1716110471040,1716127936460,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90051553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90051553&format=geojson,,,,,reviewed,0,106,mb,90051553,",mb90051553,",",mb,",",origin,phase-data,",26.0,0.3282,0.27,69.0,ml,earthquake,"M 2.6 - 21 km NW of New Meadows, Idaho"
1.7,"54 km NW of Toyah, Texas",1716110370600,1716234057310,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024jurj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024jurj&format=geojson,,,,,reviewed,0,44,tx,2024jurj,",tx2024jurj,",",tx,",",origin,phase-data,",27.0,0.1,0.1,62.0,ml,earthquake,"M 1.7 - 54 km NW of Toyah, Texas"
0.89,"3 km SW of Dibble, Oklahoma",1716110334420,1716220717222,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024jurj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024jurj&format=geojson,,,,,reviewed,0,12,ok,2024jurj,",ok2024jurj,",",ok,",",origin,phase-data,",49.0,0.1052793406,0.26,70.0,ml,earthquake,"M 0.9 - 3 km SW of Dibble, Oklahoma"
0.74,"2 km NNW of The Geysers, CA",1716110167070,1716110266309,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009156&format=geojson,,,,,automatic,0,8,nc,75009156,",nc75009156,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.01432,0.02,105.0,md,earthquake,"M 0.7 - 2 km NNW of The Geysers, CA"
2.53,"68 km WSW of Kahaluu-Keauhou, Hawaii",1716110146370,1717821929040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74240117,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74240117&format=geojson,,,,,reviewed,0,98,hv,74240117,",us6000mzm7,hv74240117,",",us,hv,",",origin,phase-data,",61.0,0.6127,0.12,235.0,md,earthquake,"M 2.5 - 68 km WSW of Kahaluu-Keauhou, Hawaii"
2.9,"28 km ESE of Teller, Alaska",1716109731778,1717765440040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246fonbax,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246fonbax&format=geojson,,,,,automatic,0,129,ak,0246fonbax,",us6000mzm6,ak0246fonbax,",",us,ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 2.9 - 28 km ESE of Teller, Alaska"
1.5,"55 km SSW of Cantwell, Alaska",1716108947357,1716109075061,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246foby0f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246foby0f&format=geojson,,,,,automatic,0,35,ak,0246foby0f,",ak0246foby0f,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.5 - 55 km SSW of Cantwell, Alaska"
1.75,"7 km NNE of Imperial, CA",1716108935530,1716109316672,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591943&format=geojson,,,,,automatic,0,47,ci,40591943,",ci40591943,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.0166,0.29,47.0,ml,earthquake,"M 1.8 - 7 km NNE of Imperial, CA"
2.1,"86 km WSW of Adak, Alaska",1716108826893,1716316627920,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246fobijl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246fobijl&format=geojson,,,,,reviewed,0,68,ak,0246fobijl,",av93131991,ak0246fobijl,",",av,ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 2.1 - 86 km WSW of Adak, Alaska"
1.8,"4 km S of Brawley, CA",1716108692190,1717180647041,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37663004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37663004&format=geojson,,,,,reviewed,0,50,ci,37663004,",ci37663004,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04495,0.43,84.0,ml,earthquake,"M 1.8 - 4 km S of Brawley, CA"
1.74,"5 km SSE of Brawley, CA",1716108677550,1717180636039,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591927&format=geojson,,,,,reviewed,0,47,ci,40591927,",ci40591927,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.04752,0.24,74.0,ml,earthquake,"M 1.7 - 5 km SSE of Brawley, CA"
1.56,"6 km S of Brawley, CA",1716108662210,1717178869860,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591935&format=geojson,,,,,reviewed,0,37,ci,40591935,",ci40591935,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0426,0.22,73.0,ml,earthquake,"M 1.6 - 6 km S of Brawley, CA"
0.41,"3 km W of Cobb, CA",1716107493140,1716914115590,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009151&format=geojson,,,,,reviewed,0,3,nc,75009151,",nc75009151,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.01116,0.01,119.0,md,earthquake,"M 0.4 - 3 km W of Cobb, CA"
1.72,"6 km W of Borrego Springs, CA",1716107322080,1716130167360,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591919,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591919&format=geojson,,,,,reviewed,0,46,ci,40591919,",ci40591919,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",77.0,0.08547,0.2,21.0,ml,earthquake,"M 1.7 - 6 km W of Borrego Springs, CA"
1.02,"7 km WNW of Cobb, CA",1716107241890,1716107335940,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75009146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75009146&format=geojson,,,,,automatic,0,16,nc,75009146,",nc75009146,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.0106,0.05,57.0,md,earthquake,"M 1.0 - 7 km WNW of Cobb, CA"
1.97,"6 km S of Brawley, CA",1716107111650,1716107496675,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591911&format=geojson,,,,,automatic,0,60,ci,40591911,",ci40591911,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",41.0,0.02972,0.32,38.0,ml,earthquake,"M 2.0 - 6 km S of Brawley, CA"
2.26,"5 km S of Brawley, CA",1716107006620,1716238807640,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591903,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591903&format=geojson,,,,,reviewed,0,79,ci,40591903,",ci40591903,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",49.0,0.04812,0.34,38.0,ml,earthquake,"M 2.3 - 5 km S of Brawley, CA"
1.99,"10 km WNW of Resaca, Georgia",1716106717400,1716125380050,,https://earthquake.usgs.gov/earthquakes/eventpage/se60501983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60501983&format=geojson,,,,,reviewed,0,61,se,60501983,",se60501983,",",se,",",origin,phase-data,",13.0,0.01837,0.08,154.0,md,earthquake,"M 2.0 - 10 km WNW of Resaca, Georgia"
1.26,"7 km S of Brawley, CA",1716106700280,1717134378989,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591895&format=geojson,,,,,reviewed,0,24,ci,40591895,",ci40591895,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.03258,0.2,107.0,ml,earthquake,"M 1.3 - 7 km S of Brawley, CA"
1.0,"7 km NNE of Imperial, CA",1716106677910,1717134375197,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37662684,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37662684&format=geojson,,,,,reviewed,0,15,ci,37662684,",ci37662684,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01238,0.17,112.0,ml,earthquake,"M 1.0 - 7 km NNE of Imperial, CA"
1.4,"7 km S of Brawley, CA",1716106552390,1716106918507,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591887&format=geojson,,,,,automatic,0,30,ci,40591887,",ci40591887,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.02274,0.3,48.0,ml,earthquake,"M 1.4 - 7 km S of Brawley, CA"
4.3,"78 km S of Ōyama, Japan",1716106537381,1717072797040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mzm2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mzm2&format=geojson,,,,,reviewed,0,284,us,6000mzm2,",us6000mzm2,",",us,",",origin,phase-data,",69.0,1.634,0.68,67.0,mb,earthquake,"M 4.3 - 78 km S of Ōyama, Japan"
1.43,"7 km S of Brawley, CA",1716106387990,1716106750878,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591879&format=geojson,,,,,automatic,0,31,ci,40591879,",ci40591879,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.01806,0.23,77.0,ml,earthquake,"M 1.4 - 7 km S of Brawley, CA"
1.46,"6 km S of Brawley, CA",1716106297160,1716106688946,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591871&format=geojson,,,,,automatic,0,33,ci,40591871,",ci40591871,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.03853,0.26,47.0,ml,earthquake,"M 1.5 - 6 km S of Brawley, CA"
1.1,"1 km S of Coleville, California",1716106171086,1716254092968,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877893,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00877893&format=geojson,,,,,reviewed,0,19,nn,00877893,",nn00877893,",",nn,",",origin,phase-data,",8.0,0.213,0.0959,148.5,ml,earthquake,"M 1.1 - 1 km S of Coleville, California"
1.6,"15 km WSW of Big Lake, Alaska",1716106088341,1716106217454,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246fo1sci,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246fo1sci&format=geojson,,,,,automatic,0,39,ak,0246fo1sci,",ak0246fo1sci,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.6 - 15 km WSW of Big Lake, Alaska"
1.3,"32 km WSW of Denali Park, Alaska",1716106016677,1716106134208,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246fo1gn7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0246fo1gn7&format=geojson,,,,,automatic,0,26,ak,0246fo1gn7,",ak0246fo1gn7,",",ak,",",origin,phase-data,",,,1.28,,ml,earthquake,"M 1.3 - 32 km WSW of Denali Park, Alaska"
1.81,"5 km S of Brawley, CA",1716105694860,1716106187888,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591863&format=geojson,,,,,automatic,0,50,ci,40591863,",ci40591863,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.1036,0.23,46.0,ml,earthquake,"M 1.8 - 5 km S of Brawley, CA"
2.15,"7 km SSW of Brawley, CA",1716105650560,1716328984427,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591855,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591855&format=geojson,,,,,reviewed,0,71,ci,40591855,",ci40591855,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.02166,0.25,72.0,ml,earthquake,"M 2.2 - 7 km SSW of Brawley, CA"
2.02,"7 km S of Brawley, CA",1716105634170,1716406092967,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40591839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40591839&format=geojson,,,,,reviewed,0,63,ci,40591839,",ci40591839,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.02205,0.29,42.0,ml,earthquake,"M 2.0 - 7 km S of Brawley, CA"
